title,author,release_date,arxiv_url,arxiv_num
"ASTRA, A Transition Density Matrix Approach to the Interaction of Attosecond Radiation with Atoms and Molecules","Juan M Randazzo, Carlos Marante, Siddhartha Chattopadhyay, Heman Gharibnejad, Barry I Schneider, Jeppe Olsen, Luca Argenti",18-November-2022,https://arxiv.org/abs/2211.10316,221110316
Blast waves in the zero temperature hard sphere gas: double scaling structure,"Sahil Kumar Singh, Subhadip Chakraborti, Abhishek Dhar, P. L. Krapivsky",18-November-2022,https://arxiv.org/abs/2211.10315,221110315
Generalized atomic limit of a double quantum dot coupled to superconducting leads,"Martin Žonda, Peter Zalom, Tomáš Novotný, Georgios Loukeris, Jakob Bätge, Vladislav Pokorný",18-November-2022,https://arxiv.org/abs/2211.10312,221110312
Increased phase precision of spatial light modulators using irrational slopes: Application to attosecond metrology,"Geoffrey R. Harrison, Tobias Saule, Brandin Davis, Carlos A Trallero-Herrero",18-November-2022,https://arxiv.org/abs/2211.10311,221110311
The distorting lens of human mobility data,"Riccardo Gallotti, Davide Maniscalco, Marc Barthelemy, Manlio De Domenico",18-November-2022,https://arxiv.org/abs/2211.10308,221110308
Robustness of entanglement in Hawking radiation for optical systems immersed in thermal baths,"Ivan Agullo, Anthony J. Brady, Dimitrios Kranas",18-November-2022,https://arxiv.org/abs/2211.10306,221110306
Quantum state tomography of undetected photons,"Jorge Fuenzalida, Jaroslav Kysela, Krishna Dovzhik, Gabriela Barreto Lemos, Armin Hochrainer, Mayukh Lahiri, Anton Zeilinger",18-November-2022,https://arxiv.org/abs/2211.10304,221110304
On the Evaluation of Generative Models in High Energy ,"Raghav Kansal, Anni Li, Javier Duarte, Nadezda Chernyavskaya, Maurizio Pierini, Breno Orzari, Thiago Tomei",18-November-2022,https://arxiv.org/abs/2211.10295,221110295
Leggett-Garg violations for continuous variable systems with gaussian states,"Clement Mawby, Jonathan Halliwell",18-November-2022,https://arxiv.org/abs/2211.10292,221110292
Understanding the role of morphology and environment on the dynamical evolution of isolated galaxy triplets,"P. Vásquez-Bustos, M. Argudo-Fernández, D. Grajales-Medina, S. Duarte Puertas, S. Verley",18-November-2022,https://arxiv.org/abs/2211.10290,221110290
MeV-GeV Gamma-ray Emission from SNR G327.1-1.1 Discovered by the Fermi-LAT,"Jordan Eagle, Daniel Castro, Tea Temim, Jean Ballet, Patrick Slane, Joseph Gelfand, Matthew Kerr, Marco Ajello",18-November-2022,https://arxiv.org/abs/2211.10281,221110281
Current-phase relation of a WTe2 Josephson junction,"Martin Endres, Artem Kononov, Hasitha Suriya Arachchige, Jiaqiang Yan, David Mandrus, Kenji Watanabe, Takashi Taniguchi, Christian Schönenberger",18-November-2022,https://arxiv.org/abs/2211.10273,221110273
An efficient method for quantum impurity problems out of equilibrium,"Julian Thoenniss, Michael Sonner, Alessio Lerose, Dmitry A. Abanin",21-November-2022,https://arxiv.org/abs/2211.10272,221110272
Convection and intermittency noise in water temperature near a deep Mediterranean seafloor,Hans van Haren,18-November-2022,https://arxiv.org/abs/2211.10269,221110269
Density of states of the random Schrödinger operator arising from supersymmetric hyperbolic sigma model,"Margherita Disertori, Valentin Rapenne, Constanza Rojas-Molina, Xiaolin Zeng",18-November-2022,https://arxiv.org/abs/2211.10268,221110268
Two-photon decay of fully-charmed tetraquarks from light-by-light scattering at the LHC,"Volodymyr Biloshytskyi, Lucian Harland-Lang, Bogdan Malaescu, Vladimir Pascalutsa, Kristof Schmieden, Matthias Schott",18-November-2022,https://arxiv.org/abs/2211.10266,221110266
Dark particle mass effects on neutron star properties from a short-range correlated hadronic model,"M. Dutra, C. H. Lenzi, O. Lourenço",18-November-2022,https://arxiv.org/abs/2211.10263,221110263
Equation of state from complex Langevin simulations,"Felipe Attanasio, Benjamin Jäger, Felix P. G. Ziegler",18-November-2022,https://arxiv.org/abs/2211.10261,221110261
Noncontractible loop states from a partially flat band in a photonic borophene lattice,"Philip Menz, Haissam Hanafi, Jörg Imbrock, Cornelia Denz",18-November-2022,https://arxiv.org/abs/2211.10255,221110255
Criticality of the $O(N)$ universality via global solutions to nonperturbative fixed-point equations,"Yang-yang Tan, Chuang Huang, Yong-rui Chen, Wei-jie Fu",18-November-2022,https://arxiv.org/abs/2211.10249,221110249
Circuit Design for Predictive Maintenance,"Taner Dosluoglu, Martin MacDonald",18-November-2022,https://arxiv.org/abs/2211.10248,221110248
QCD confronts heavy-flavor and exotic hadrons,Sasa Prelovsek,18-November-2022,https://arxiv.org/abs/2211.10246,221110246
On the inadequacy of nominal assortativity for assessing homophily in networks,"Fariba Karimi, Marcos Oliveira",18-November-2022,https://arxiv.org/abs/2211.10245,221110245
Representation of the RG-invariant quantities in perturbative QCD through powers of the conformal anomaly,"A. L. Kataev, V. S. Molokoedov",18-November-2022,https://arxiv.org/abs/2211.10242,221110242
Spectral broadening in convex-concave multipass cells,"Kilian Fritsch, Victor Hariton, Kevin Schwarz, Nazar Kovalenko, Goncalo Figueira, Oleg Pronin",18-November-2022,https://arxiv.org/abs/2211.10241,221110241
NLO Oriented Event-Shape Distributions for Massive Quarks,"Alejandro Bris, Nestor G. Gracia, Vicent Mateu",18-November-2022,https://arxiv.org/abs/2211.10239,221110239
Wilsonian Renormalization as a Quantum Channel and the Separability of Fixed Points,"Matheus H. Martins Costa, Jeroen van den Brink, Flavio S. Nogueira, Gastão I. Krein",18-November-2022,https://arxiv.org/abs/2211.10238,221110238
An overview on low mass scalars at future lepton colliders,Tania Robens,18-November-2022,https://arxiv.org/abs/2211.10231,221110231
The hybrid nonet of $π_1(1600)$ and $η_1(1855)$: analysis and predictions for the kaonic members,Vanamali Shastry,18-November-2022,https://arxiv.org/abs/2211.10230,221110230
GNS: A generalizable Graph Neural Network-based simulator for particulate and fluid modeling,"Krishna Kumar, Joseph Vantassel",18-November-2022,https://arxiv.org/abs/2211.10228,221110228
Ultracold Sticky Collisions: Theoretical and Experimental Status,"Roman Bause, Arthur Christianen, Andreas Schindewolf, Immanuel Bloch, Xin-Yu Luo",18-November-2022,https://arxiv.org/abs/2211.10223,221110223
Unusual magneto-transport induced by anomalous Hall effect,"Jiaji Zhao, Bingyan Jiang, Jinying Yang, Lujunyu Wang, Hengjie Shi, Guang Tian, Zhilin Li, Enke Liu, Xiaosong Wu",18-November-2022,https://arxiv.org/abs/2211.10222,221110222
Sustainable and convenient: bi-modal public transit systems outperforming the private car,"Puneet Sharma, Knut M. Heidemann, Helge Heuer, Steffen Muehle, Stephan Herminghaus",21-November-2022,https://arxiv.org/abs/2211.10221,221110221
Quantum-classical Dynamics of Vibration-Induced Autoionization in Molecules,"Kevin Issler, Roland Mitric, Jens Petersen",18-November-2022,https://arxiv.org/abs/2211.10218,221110218
Hollow-core fiber-based speckle displacement sensor,"Jonas H. Osório, Thiago D. Cabral, Eric Fujiwara, Marcos A. R. Franco, Foued Amrani, Frédéric Delahaye, Frédéric Gérôme, Fetah Benabid, Cristiano M. B. Cordeiro",18-November-2022,https://arxiv.org/abs/2211.10217,221110217
Spectroscopic and Imaging Observations of Spatially Extended Magnetic Reconnection in the Splitting of a Solar Filament Structure,"Huidong Hu, Ying D. Liu, Lakshmi Pradeep Chitta, Hardi Peter, Mingde Ding",18-November-2022,https://arxiv.org/abs/2211.10216,221110216
Dispersive formalism for the nuclear structure correction to the beta decay rate $δ_\mathrm{NS}$,"Chien-Yeah Seng, Mikhail Gorchtein",18-November-2022,https://arxiv.org/abs/2211.10214,221110214
Training performance of Nb3Sn Rutherford cables in a channel with a wide range of impregnation materials,"S. Otten, A. Kario, W. A. J. Wessel. J. Leferink, H. H. J. ten Kate, M. Daly, C. Hug, S. Sidorov, A. Brem, B. Auchmann, P. Studer, T. Tervoort",18-November-2022,https://arxiv.org/abs/2211.10213,221110213
Lagrangian stochastic model for the orientation of inertialess non spherical particles in turbulent flows: an efficient numerical method for CFD approach,"Lorenzo Campana, Mireille Bossy, Christophe Henry",18-November-2022,https://arxiv.org/abs/2211.10211,221110211
Modelling Heavy Neutral Leptons in Accelerator Beamlines,"Komninos-John Plows, Xianguo Lu",18-November-2022,https://arxiv.org/abs/2211.10210,221110210
Acidity of graphene oxide aqueous solutions: the origin unveiled,Yulia V. Novakovskaya,18-November-2022,https://arxiv.org/abs/2211.10208,221110208
Multi-view Inverse Rendering for Large-scale Real-world Indoor Scenes,"Zhen Li, Lingli Wang, Mofang Cheng, Cihui Pan, Jiaqi Yang",22-November-2022,https://arxiv.org/abs/2211.10206,221110206
Temperature dependence of spin-model parameters in antiferromagnets,"Levente Rózsa, Unai Atxitia",18-November-2022,https://arxiv.org/abs/2211.10204,221110204
Quarkonium production and polarization: where do we stand?,Hee Sok Chung,18-November-2022,https://arxiv.org/abs/2211.10201,221110201
A new definition of the Dirac-Fock ground state,Eric Séré,18-November-2022,https://arxiv.org/abs/2211.10196,221110196
Thermodynamics of a charged relativistic ideal Boltzmann gas,"C. P. Felix, E. S. Moreira Jr",18-November-2022,https://arxiv.org/abs/2211.10195,221110195
A stringy realization of a small and positive cosmological constant in dark bubble cosmology,"Ulf Danielsson, Oscar Henriksson, Daniel Panizo",18-November-2022,https://arxiv.org/abs/2211.10191,221110191
A new catalogue of solar flare events from soft x-ray GOES signal in the period 1986-2020,"Nicola Plutino, Francesco Berrilli, Dario Del Moro, Luca Giovannelli",18-November-2022,https://arxiv.org/abs/2211.10189,221110189
QuantumFDTD -- A computational framework for the relativistic Schrödinger equation,"Rafael L. Delgado, Sebastian Steinbeißer, Michael Strickland, Johannes H. Weber",18-November-2022,https://arxiv.org/abs/2211.10185,221110185
Radiation from Global Topological Strings using Adaptive Mesh Refinement: Massive Modes,"Amelia Drew, E. P. S. Shellard",18-November-2022,https://arxiv.org/abs/2211.10184,221110184
Multipole theory of optical spatial dispersion in crystals,"Óscar Pozo, Ivo Souza",18-November-2022,https://arxiv.org/abs/2211.10183,221110183
Skew scattering by magnetic monopoles and anomalous Hall effect in spin-orbit coupled systems,"Jun Mochida, Hiroaki Ishizuka",18-November-2022,https://arxiv.org/abs/2211.10180,221110180
Meson-$Δ$ and meson-nucleon-$Δ$ transition coupling constants in the soft-wall model of holographic QCD at finite temperature,Narmin Nasibova,18-November-2022,https://arxiv.org/abs/2211.10179,221110179
A Nuclear-Based Diagnostic Scheme for Nonthermal Ion Spectrum in High Energy Density Plasmas Experiments,"K. Li, Z. Y. Liu, A. D. Liu, B. Qiao",18-November-2022,https://arxiv.org/abs/2211.10175,221110175
Electromagnetic form factors of the $B_c$-like tetraquarks: molecular and diquark-antidiquark pictures,Ulaş Özdem,18-November-2022,https://arxiv.org/abs/2211.10169,221110169
Accidental symmetries in the scalar potential of the Standard Model extended with two Higgs triplets,"Xin Wang, Yilin Wang, Shun Zhou",18-November-2022,https://arxiv.org/abs/2211.10165,221110165
Spectral Clustering for Jet Reconstruction,"G. Cerro, S. Dasmahapatra, H. A. Day-Hall, B. Ford, S. Jain, S. Moretti, C. Shepherd-Themistocleous",21-November-2022,https://arxiv.org/abs/2211.10164,221110164
Medium-induced radiation with vacuum propagation in the pre-hydrodynamics phase,"Carlota Andres, Liliana Apolinário, Fabio Dominguez, Marcos Gonzalez Martinez, Carlos A. Salgado",18-November-2022,https://arxiv.org/abs/2211.10161,221110161
Development of a trigger for acoustic neutrino candidates in KM3NeT,"Dídac D. Tortosa, Miguel Ardid, Manuel Bou-Cabo, Guillermo Lara, Juan A. Martínez-Mora",18-November-2022,https://arxiv.org/abs/2211.10149,221110149
Purification Efficiency and Radon Emanation of Gas Purifiers used with Pure and Binary Gas Mixtures for Gaseous Dark Matter Detectors," K.,  Altenmüller, J. F. Castel, S. Cebrián, T. Dafní, D. Díez-Ibáñez, J. Galán, J. Galindo, J. A. García, I. G. Irastorza, I. Katsioulas, P. Knights, G. Luzón, I. Manthos, C. Margalejo, J. Matthews, K. Mavrokoridis, H. Mirallas, T. Neep, K. Nikolopoulos, L. Obis, A. Ortiz de Solórzano, O. Pérez, B. Philippou, R. Ward",18-November-2022,https://arxiv.org/abs/2211.10148,221110148
Dark dust II: Properties in the general field of the diffuse ISM,Ralf Siebenmorgen,18-November-2022,https://arxiv.org/abs/2211.10146,221110146
Ground and excited quarkonium states as probes of MPI in small systems with ALICE,Theraa Tork,18-November-2022,https://arxiv.org/abs/2211.10145,221110145
Numerical study of RF power coupling in fusion-relevant single- and multi-driver H$^-$ ion sources,"Dominikus Zielke, Stefan Briefi, Ursel Fantz",18-November-2022,https://arxiv.org/abs/2211.10143,221110143
Differential heavy quark pair production at small $x$,"Federico Silvetti, Marco Bonvini",18-November-2022,https://arxiv.org/abs/2211.10142,221110142
3 Definitions of BF Theory on Homology 3-Spheres,"Matthias Blau, Mbambu Kakona, George Thompson",18-November-2022,https://arxiv.org/abs/2211.10136,221110136
Jet-environment interplay in magnetized binary neutron star mergers,"Andrea Pavan, Riccardo Ciolfi, Jay Vijay Kalinani, Andrea Mignone",18-November-2022,https://arxiv.org/abs/2211.10135,221110135
Creating rotational coherences in molecules aligned along the intermediate moment of inertia axis,Emil J. Zak,18-November-2022,https://arxiv.org/abs/2211.10134,221110134
Electron Attachment and Electron Ionization of Helium Droplets Containing Clusters of C60 and Formic Acid,"Masoomeh Mahmoodi-Darian, Elias Jabbour Al Maalouf, Samuel Zöttl, Paul Scheier, Olof Echt",18-November-2022,https://arxiv.org/abs/2211.10133,221110133
Three-particle Lellouch-Lüscher formalism in moving frames,"Fabian Müller, Jin-Yi Pang, Akaki Rusetsky, Jia-Jun Wu",18-November-2022,https://arxiv.org/abs/2211.10126,221110126
Electronic structure of folded hexagonal boron nitride,"Anthony Impellizzeri, Michele Amato, Chris P. Ewels, Alberto Zobelli",18-November-2022,https://arxiv.org/abs/2211.10125,221110125
Spin-dependent coupling of supercurrent and nonequilibrium quasiparticles in high-field superconductors,"P. Maier, D. Beckmann",18-November-2022,https://arxiv.org/abs/2211.10120,221110120
Exploring the Phase Diagram of V-QCD with Neutron Star Merger Simulations,"Tuna Demircik, Christian Ecker, Matti Järvinen, Luciano Rezzolla, Samuel Tootle, Konrad Topolski",18-November-2022,https://arxiv.org/abs/2211.10118,221110118
Time-dependent multiconfiguration self-consistent-field and time-dependent optimized coupled-cluster methods for intense laser-driven multielectron dynamics,"Takeshi Sato, Himadri Pathak, Yuki Orimo, Kenichi L. Ishikawa",18-November-2022,https://arxiv.org/abs/2211.10116,221110116
Comparing quantumness criteria,"Jerome Martin, Amaury Micheli, Vincent Vennin",18-November-2022,https://arxiv.org/abs/2211.10114,221110114
Algebro-geometrical orientifolds and IR dualities,Federico Manzoni,22-November-2022,https://arxiv.org/abs/2211.10113,221110113
Collider phenomenology of new neutral scalars in a flavoured multi-Higgs model,"Pedro M. Ferreira, João Gonçalves, António P. Morais, António Onofre, Roman Pasechnik, Vasileios Vatellis",18-November-2022,https://arxiv.org/abs/2211.10109,221110109
Estimating gravity acceleration from static atomic gravimeter by Kalman filtering,"Bo-Nan Jiang, Yu-Zhu Wang",18-November-2022,https://arxiv.org/abs/2211.10108,221110108
Let's Enhance: A Deep Learning Approach to Extreme Deblurring of Text Images,"Theophil Trippe, Martin Genzel, Jan Macdonald, Maximilian März",18-November-2022,https://arxiv.org/abs/2211.10103,221110103
Nonlinear Moving Horizon Estimation and Model Predictive Control for Buildings with Unknown HVAC Dynamics,"Saman Mostafavi, Harish Doddi, Krishna Kalyanam, David Schwartz",18-November-2022,https://arxiv.org/abs/2211.10097,221110097
Stability of ground state eigenvalues of non-local Schrödinger operators with respect to potentials and applications,"Giacomo Ascione, József Lőrinczi",18-November-2022,https://arxiv.org/abs/2211.10093,221110093
Conventional mesons below 2 GeV,Francesco Giacosa,18-November-2022,https://arxiv.org/abs/2211.10092,221110092
Conditions for Suppressing Dimension-five Proton Decay in Renormalizable SUSY $SO(10)$ GUT,"Naoyuki Haba, Toshifumi Yamada",24-November-2022,https://arxiv.org/abs/2211.10091,221110091
Prospects for constraining interacting dark energy models from gravitational wave and gamma ray burst joint observation,"Wan-Ting Hou, Jing-Zhao Qi, Tao Han, Jing-Fei Zhang, Shuo Cao, Xin Zhang",18-November-2022,https://arxiv.org/abs/2211.10087,221110087
Numerical simulation of two-phase flow in gas diffusion layer and gas channel of proton exchange membrane fuel cells,"Danan Yang, Himani Garg, Martin Andersson",18-November-2022,https://arxiv.org/abs/2211.10084,221110084
Convergence of the PCTL algorithm for solving the discretized 3T energy equations in RHD problems,"Yue Hao, Silu Huang, Xiaowen Xu",18-November-2022,https://arxiv.org/abs/2211.10080,221110080
Design of an Intake and a Thruster for an Atmosphere-Breathing Electric Propulsion System,"F. Romano, G. Herdrich, Y. -A. Chan, N. H. Crisp, P. C. E. Roberts, B. E. A. Holmes, S. Edmondson, S. Haigh, A. Macario-Rojas, V. T. A. Oiko, L. A. Sinpetru K. Smith, J. Becedas, V. Sulliotti-Linner, M. Bisgaard, S. Christensen, V. Hanessian, T. Kauffman Jensen, J. Nielsen, S. Fasoulas, C. Traub, D. García-Almiñana, S. Rodríguez-Donaire, M. Sureda, D. Kataria, B. Belkouchi",23-November-2022,https://arxiv.org/abs/2211.10079,221110079
Exponential growth of out-of-time-order correlator of regular orbits,"Shangyun Wang, Songbai Chen, Jiliang Jing",18-November-2022,https://arxiv.org/abs/2211.10078,221110078
Meson screening mass at finite chemical potential,"Rishabh Thakkar, Prasad Hegde",18-November-2022,https://arxiv.org/abs/2211.10072,221110072
An Energy-Conserving Fourier Particle-in-Cell Method with Asymptotic-Preserving Preconditioner for Vlasov-Ampère System with Exact Curl-Free Constraint,"Zhuoning Li, Zhenli Xu, Zhiguo Yang",18-November-2022,https://arxiv.org/abs/2211.10070,221110070
Computation and data in the classification of Fano varieties,"Gavin Brown, Tom Coates, Alessio Corti, Tom Ducat, Liana Heuberger, Alexander Kasprzyk",18-November-2022,https://arxiv.org/abs/2211.10069,221110069
Scrambling and Quantum Teleportation,"MuSeong Kim, Mi-Ra Hwang, Eylee Jung, DaeKil Park",18-November-2022,https://arxiv.org/abs/2211.10068,221110068
A Novel Method to Probe the Pronounced Growth of Correlation Lengths in an Active Glass-forming Liquids using Elongated Probe,"Anoop Mutneja, Smarajit Karmakar",18-November-2022,https://arxiv.org/abs/2211.10064,221110064
WISE Green Objects (WGOs): the massive star candidates in the whole Galactic Plane ($\mid b \mid <2^\circ$),"Chang Zhang, Guo-Yin Zhang, Jin-Zeng Li, Jing-Hua Yuan",18-November-2022,https://arxiv.org/abs/2211.10063,221110063
Low-scale leptogenesis and dark matter in a three-loop radiative seesaw model,"Osamu Seto, Tetsuo Shindou, Takanao Tsuyuki",18-November-2022,https://arxiv.org/abs/2211.10059,221110059
An ultra-high gain single-photon transistor in the microwave regime,"Zhiling Wang, Zenghui Bao, Yan Li, Yukai Wu, Weizhou Cai, Weiting Wang, Xiyue Han, Jiahui Wang, Yipu Song, Luyan Sun, Hongyi Zhang, Luming Duan",18-November-2022,https://arxiv.org/abs/2211.10053,221110053
Constructing EYM amplitudes by inverse soft limit,"Shiquan Ma, Rongyu Dong, Yi-Jian Du",30-November-2022,https://arxiv.org/abs/2211.10047,221110047
Transversal Injection: A method for direct encoding of ancilla states for non-Clifford gates using stabiliser codes,"Jason Gavriel, Daniel Herr, Alexis Shaw, Michael J. Bremner, Alexandru Paler, Simon J. Devitt",22-November-2022,https://arxiv.org/abs/2211.10046,221110046
Copula-based analysis of the autocorrelation function for simple temporal networks,Hang-Hyun Jo,18-November-2022,https://arxiv.org/abs/2211.10042,221110042
Prompt emission and early optical afterglow of VHE detected GRB 201015A and GRB 201216C: onset of the external forward shock,"Amit Kumar Ror, Rahul Gupta, Martin Jelínek, Shashi Bhushan Pandey, A. J. Castro-Tirado, Y. -D. Hu, Alžběta Maleňáková, Jan Štrobl, Christina C. Thöne, René Hudec, Sergey Karpov, Amit Kumar, A. Aryan, S. R. Oates, E. Fernández-García, C. Pérez del Pulgar, M. D. Caballero-García, A. Castellón, I. M. Carrasco-García, I. Pérez-García, A. J. Reina Terol, F. Rendon",18-November-2022,https://arxiv.org/abs/2211.10036,221110036
Automated turnkey microcomb for low-noise microwave synthesis,"Kunpeng Jia, Xinwei Yi, Xiaohan Wang, Yunfeng Liu, Shu-Wei Huang, Xiaoshun Jiang, Wei Liang, Zhenda Xie, Shi-ning Zhu",25-November-2022,https://arxiv.org/abs/2211.10031,221110031
Acceptor-based qubit in silicon with tunable strain,"Shihang Zhang, Yu He, Peihao Huang",17-November-2022,https://arxiv.org/abs/2211.10019,221110019
Users are Closer than they Appear: Protecting User Location from WiFi APs,"Roshan Ayyalasomayajula, Aditya Arun, Wei Sun, Dinesh Bharadia",17-November-2022,https://arxiv.org/abs/2211.10014,221110014
Topological Metamaterials,"Xiang Ni, Simon Yves, Alex Krasnok, Andrea Alu",17-November-2022,https://arxiv.org/abs/2211.10006,221110006
Holographic dense QCD in the Veneziano limit,Matti Jarvinen,17-November-2022,https://arxiv.org/abs/2211.10005,221110005
Topological Anderson Transitions in Chiral Symmetry Classes,"Zhenyu Xiao, Kohei Kawabata, Xunlong Luo, Tomi Ohtsuki, Ryuichi Shindou",17-November-2022,https://arxiv.org/abs/2211.09999,221109999
Phase mask pinholes as spatial filters for laser interference lithography,"Giovanna Capraro, Maxim Lipkin, Michael Möller, Jens Bolten, Max C. Lemme",17-November-2022,https://arxiv.org/abs/2211.09985,221109985
Snowmass Cosmic Frontier Report,"Aaron S. Chou, Marcelle Soares-Santos, Tim M. P. Tait, Rana X. Adhikari, Luis A. Anchordoqui, James Annis, Clarence L. Chang, Jodi Cooley, Alex Drlica-Wagner, Ke Fang, Brenna Flaugher, Joerg Jaeckel, W. Hugh Lippincott, Vivian Miranda, Laura Newburgh, Jeffrey A. Newman, Chanda Prescod-Weinstein, Gray Rybka, B. S. Sathyaprakash, David J. Schlegel, Deirdre M. Shoemaker Tracy R. Slatyer, Anze Slosar, Kirsten Tollefson, Lindley Winslow, Hai-Bo Yu",17-November-2022,https://arxiv.org/abs/2211.09978,221109978
"How to Train Your Space Tester, Part II: Enabling Capabilities","Evelyn Kent, Jason Gabriel, Anna Gunn-Golkin, Charles Langdon, Michael Nayak, Emily Remeta, Michelle Willett",17-November-2022,https://arxiv.org/abs/2211.09976,221109976
Evidence for neutrino emission from the nearby active galaxy NGC 1068," IceCube Collaboration, R. Abbasi, M. Ackermann, J. Adams, J. A. Aguilar, M. Ahlers, M. Ahrens, J. M. Alameddine, C. Alispach, A. A. Alves Jr., N. M. Amin, K. Andeen, T. Anderson, G. Anton, C. Argüelles, Y. Ashida, S. Axani, X. Bai, A. Balagopal V., A. Barbano, S. W. Barwick, B. Bastian, V. Basu, S. Baur, R. Bay",17-November-2022,https://arxiv.org/abs/2211.09972,221109972
Estimating defection in subscription-type markets: empirical analysis from the scholarly publishing industry,"Michael Roberts, J. Ignacio Deza, Hisham Ihshaish, Yanhui Zhu",17-November-2022,https://arxiv.org/abs/2211.09970,221109970
Relaxation exponents of OTOCs and overlap with local Hamiltonians,"Vinitha Balachandran, Dario Poletti",17-November-2022,https://arxiv.org/abs/2211.09965,221109965
Phase-probability shaping for speckle-free holographic lithography,"Dong Zhao, Weiwei Fu, Ziqin Li, Jun He, Kun Huang",17-November-2022,https://arxiv.org/abs/2211.09962,221109962
pmwd: A Differentiable Cosmological Particle-Mesh $N$-body Library,"Yin Li, Libin Lu, Chirag Modi, Drew Jamieson, Yucheng Zhang, Yu Feng, Wenda Zhou, Ngai Pok Kwan, François Lanusse, Leslie Greengard",17-November-2022,https://arxiv.org/abs/2211.09958,221109958
Quantum inverted harmonic potential,C. Yuce,15-November-2022,https://arxiv.org/abs/2211.09957,221109957
Robust DNN Surrogate Models with Uncertainty Quantification via Adversarial Training,"Lixiang Zhang, Jia Li",10-November-2022,https://arxiv.org/abs/2211.09954,221109954
"Discrete Choice Models, Market Shares, and Density Functional Theory: Application to Monolayer Nanomaterials","Keiji Sakakibara, Daniel M. Packwood",17-November-2022,https://arxiv.org/abs/2211.09952,221109952
Inertial Force Transmission in Dense Granular Flows,"Matthew Macaulay, Pierre Rognon",17-November-2022,https://arxiv.org/abs/2211.09946,221109946
Soliton generation in AlGaAs microresonators at room temperature,"Lue Wu, Weiqiang Xie, Chao Xiang, Lin Chang, Yan Yu, Hao-Jing Chen, Yoshihisa Yamamoto, John E. Bowers, Kerry J. Vahala, Myoung-Gyun Suh",17-November-2022,https://arxiv.org/abs/2211.09943,221109943
Nonlinear waves at the free surface of flexible mechanical metamaterials,"Bolei Deng, Hang Shu, Jian Li, Chengyang Mo, Jordan R. Raney, Vincent Tournat, Katia Bertoldi",17-November-2022,https://arxiv.org/abs/2211.09934,221109934
Fields: Towards Socially Intelligent Spatial Computing,"Leonardo Giusti, Lauren Bedal, Eiji Hayashi, Jin Yamanaka, Timi Oyedeji, Colin Bay, Ivan Poupyrev",17-November-2022,https://arxiv.org/abs/2211.09933,221109933
Spectropolarimeter's optical design for the Arago space mission project,"Eduard Muslimov, Coralie Neiner",17-November-2022,https://arxiv.org/abs/2211.09931,221109931
Probing dark matter with polarimetry techniques,"Aldo Ejlli, Sander M. Vermeulen, Eyal Schwartz, Lorenzo Aiello, Hartmut Grote",17-November-2022,https://arxiv.org/abs/2211.09922,221109922
Uncovering hidden spin polarization of energy bands in antiferromagnets,"Lin-Ding Yuan, Xiuwen Zhang, Carlos Mera, Alex Zunger",17-November-2022,https://arxiv.org/abs/2211.09921,221109921
"Portal Matter, Kinetic Mixing, and Muon $g-2$","George N. Wojcik, Lisa L. Everett, Shu Tian Eu, Ricardo Ximenes",17-November-2022,https://arxiv.org/abs/2211.09918,221109918
Do graph neural networks learn traditional jet substructure?,"Farouk Mokhtar, Raghav Kansal, Javier Duarte",17-November-2022,https://arxiv.org/abs/2211.09912,221109912
"Short-range order and compositional phase stability in refractory high-entropy alloys via first principles theory and atomistic modelling: NbMoTa, NbMoTaW and VNbMoTaW","Christopher D. Woodgate, Julie B. Staunton",17-November-2022,https://arxiv.org/abs/2211.09911,221109911
Fractional quantum Hall valley ferromagnetism in the extreme quantum limit,"Md. Shafayat Hossain, M. K. Ma, Y. J. Chung, S. K. Singh, A. Gupta, L. N. Pfeiffer, K. W. West, K. W. Baldwin, R. Winkler, M. Shayegan",17-November-2022,https://arxiv.org/abs/2211.09910,221109910
Observation of Zitterbewegung in photonic microcavities,"Seth Lovet, Paul M. Walker, Alexey Osipov, Alexey Yulin, Pooja Uday Naik, Ivan A. Shelykh, Maurice S. Skolnick, Dmitry N. Krizhanovskii",17-November-2022,https://arxiv.org/abs/2211.09907,221109907
Origin of the Proton Mass,Craig D. Roberts,17-November-2022,https://arxiv.org/abs/2211.09905,221109905
CHARTER: Identifying the Most-Critical Gate Operations in Quantum Circuits via Amplified Gate Reversibility,"Tirthak Patel, Daniel Silver, Devesh Tiwari",17-November-2022,https://arxiv.org/abs/2211.09903,221109903
Quantum General Relativity and Effective Field Theory,John F. Donoghue,17-November-2022,https://arxiv.org/abs/2211.09902,221109902
Activity Detection in Distributed Massive MIMO With Pilot-Hopping and Activity Correlation,"Ema Becirovic, Emil Björnson, Erik G. Larsson",17-November-2022,https://arxiv.org/abs/2211.09896,221109896
Measuring diameters and velocities of artificial raindrops with a neuromorphic dynamic vision sensor disdrometer,"Jan Steiner, Kire Micev, Asude Aydin, Jörg Rieckermann, Tobi Delbruck",17-November-2022,https://arxiv.org/abs/2211.09893,221109893
Microstructural neuroimaging using spherical convolutional neural networks,"Leevi Kerkelä, Kiran Seunarine, Filip Szczepankiewicz, Chris A. Clark",17-November-2022,https://arxiv.org/abs/2211.09887,221109887
Curing the Divergence in Time-Dependent Density Functional Quadratic Response Theory,"Davood Dar, Saswata Roy, Neepa T. Maitra",22-November-2022,https://arxiv.org/abs/2211.09885,221109885
