u_id,d_id,upload_date
250592,6580,2022-06-28
19866,6581,2022-08-25
496699,6582,2022-01-09
260518,6583,2022-11-27
950857,6584,2022-12-01
852430,6585,2022-07-27
220125,6586,2022-03-14
14097,6587,2022-11-21
403279,6588,2022-02-08
373539,6589,2022-03-12
121061,6590,2022-04-20
467134,6591,2022-11-16
86796,6592,2022-01-20
193525,6593,2022-10-20
487163,6594,2022-01-15
943712,6595,2022-03-18
444286,6596,2022-10-20
600310,6597,2022-08-27
320507,6598,2022-09-26
600225,6599,2022-11-19
218831,6600,2022-09-18
63115,6601,2022-09-03
292764,6602,2022-04-28
691059,6603,2022-03-21
605587,6604,2022-08-04
170669,6605,2022-03-20
368803,6606,2022-09-17
67657,6607,2022-04-24
247064,6608,2022-12-18
34060,6609,2022-09-17
877632,6610,2022-12-16
585172,6611,2022-10-22
672132,6612,2022-05-21
583174,6613,2022-11-25
880520,6614,2022-04-05
883418,6615,2022-09-09
459902,6616,2022-09-03
907286,6617,2022-03-14
652000,6618,2022-11-04
737291,6619,2022-06-22
733745,6620,2022-01-27
186301,6621,2022-10-30
677445,6622,2022-03-30
482204,6623,2022-04-22
868169,6624,2022-12-10
484948,6625,2022-04-06
957838,6626,2022-02-30
636129,6627,2022-11-15
929708,6628,2022-10-24
88405,6629,2022-11-30
776317,6630,2022-02-16
971442,6631,2022-09-28
50018,6632,2022-11-21
670115,6633,2022-02-14
498364,6634,2022-02-13
286859,6635,2022-07-24
746922,6636,2022-10-20
444583,6637,2022-08-30
273405,6638,2022-01-03
448858,6639,2022-03-19
115773,6640,2022-07-10
186279,6641,2022-02-15
824013,6642,2022-11-23
348763,6643,2022-03-16
437890,6644,2022-10-07
124224,6645,2022-05-24
484283,6646,2022-01-06
19969,6647,2022-11-10
965403,6648,2022-02-11
967823,6649,2022-11-15
429867,6650,2022-06-13
713140,6651,2022-03-29
791593,6652,2022-03-03
333800,6653,2022-01-19
836191,6654,2022-05-22
931887,6655,2022-01-27
181096,6656,2022-07-06
393605,6657,2022-10-26
698118,6658,2022-03-09
378839,6659,2022-01-10
883198,6660,2022-08-26
702838,6661,2022-11-30
256964,6662,2022-09-02
132020,6663,2022-03-20
281875,6664,2022-06-01
324391,6665,2022-06-20
184625,6666,2022-12-15
98170,6667,2022-03-24
619644,6668,2022-03-04
363955,6669,2022-03-03
523835,6670,2022-10-13
582260,6671,2022-08-17
658056,6672,2022-04-28
136095,6673,2022-08-14
287345,6674,2022-02-05
494597,6675,2022-12-08
713430,6676,2022-10-09
975459,6677,2022-06-02
184582,6678,2022-11-10
505362,6679,2022-05-01
872731,6680,2022-07-16
935381,6681,2022-02-23
800500,6682,2022-11-26
191046,6683,2022-01-11
30800,6684,2022-01-26
836265,6685,2022-10-09
598921,6686,2022-03-16
433251,6687,2022-04-08
341300,6688,2022-01-12
817201,6689,2022-01-11
70841,6690,2022-10-29
251152,6691,2022-05-19
211932,6692,2022-07-05
543121,6693,2022-12-25
113379,6694,2022-08-16
340967,6695,2022-06-10
235890,6696,2022-01-05
740295,6697,2022-07-13
41842,6698,2022-05-23
188791,6699,2022-12-26
552674,6700,2022-12-09
810331,6701,2022-05-12
144521,6702,2022-03-11
652466,6703,2022-08-10
330638,6704,2022-01-17
628657,6705,2022-09-18
844532,6706,2022-02-18
4296,6707,2022-03-19
178458,6708,2022-07-04
374726,6709,2022-09-01
612773,6710,2022-09-07
798232,6711,2022-02-07
641259,6712,2022-11-08
188747,6713,2022-04-09
557864,6714,2022-11-24
322747,6715,2022-04-05
254136,6716,2022-11-11
702564,6717,2022-12-12
488198,6718,2022-02-29
808415,6719,2022-02-30
987049,6720,2022-03-29
542543,6721,2022-08-29
470466,6722,2022-11-22
615451,6723,2022-01-25
671769,6724,2022-02-01
972488,6725,2022-04-23
105747,6726,2022-07-09
492023,6727,2022-03-13
74789,6728,2022-10-20
272146,6729,2022-09-06
118346,6730,2022-12-16
358772,6731,2022-06-05
48649,6732,2022-10-11
200366,6733,2022-07-21
965125,6734,2022-04-09
127501,6735,2022-08-20
709106,6736,2022-05-19
100045,6737,2022-12-29
992349,6738,2022-03-10
303961,6739,2022-09-18
715709,6740,2022-11-01
969637,6741,2022-07-11
458485,6742,2022-07-25
753322,6743,2022-05-27
24181,6744,2022-05-09
413000,6745,2022-03-02
464628,6746,2022-02-29
41449,6747,2022-06-26
200396,6748,2022-04-24
835044,6749,2022-10-08
185956,6750,2022-01-08
978202,6751,2022-01-21
992833,6752,2022-02-25
657831,6753,2022-02-04
327420,6754,2022-11-10
894930,6755,2022-01-14
688699,6756,2022-07-26
197619,6757,2022-10-23
114315,6758,2022-04-28
732259,6759,2022-11-29
366223,6760,2022-12-06
839070,6761,2022-09-18
177179,6762,2022-07-16
404824,6763,2022-08-23
413798,6764,2022-02-06
67404,6765,2022-05-24
313632,6766,2022-10-15
756641,6767,2022-10-14
511117,6768,2022-10-23
396981,6769,2022-01-18
998299,6770,2022-07-26
248790,6771,2022-07-05
222516,6772,2022-08-24
389867,6773,2022-12-04
175065,6774,2022-10-29
659946,6775,2022-09-24
356606,6776,2022-02-10
956639,6777,2022-09-19
557973,6778,2022-10-26
739200,6779,2022-05-10
529720,6780,2022-10-01
999848,6781,2022-08-24
979877,6782,2022-12-24
126842,6783,2022-03-01
459371,6784,2022-08-30
161508,6785,2022-11-08
812864,6786,2022-01-24
719352,6787,2022-12-18
17122,6788,2022-03-24
248421,6789,2022-07-14
621366,6790,2022-09-17
401424,6791,2022-04-26
721138,6792,2022-03-01
359499,6793,2022-04-25
766931,6794,2022-11-20
938486,6795,2022-10-10
487086,6796,2022-05-01
965619,6797,2022-07-21
935406,6798,2022-12-27
419842,6799,2022-10-24
572767,6800,2022-05-11
623167,6801,2022-02-02
175194,6802,2022-01-26
360954,6803,2022-06-23
821959,6804,2022-01-27
278167,6805,2022-07-28
398577,6806,2022-09-29
256993,6807,2022-12-22
230138,6808,2022-07-05
23113,6809,2022-12-05
823757,6810,2022-10-23
331281,6811,2022-08-08
61606,6812,2022-05-12
366882,6813,2022-03-11
12931,6814,2022-03-20
650105,6815,2022-12-16
783016,6816,2022-05-16
678759,6817,2022-01-26
283603,6818,2022-06-24
687287,6819,2022-05-23
820061,6820,2022-05-01
476259,6821,2022-05-12
364050,6822,2022-12-14
454201,6823,2022-10-08
131846,6824,2022-12-12
315557,6825,2022-03-03
443979,6826,2022-10-29
421281,6827,2022-11-12
494114,6828,2022-01-20
672749,6829,2022-01-13
5292,6830,2022-03-21
677590,6831,2022-03-03
339014,6832,2022-07-20
43672,6833,2022-06-02
35591,6834,2022-12-28
574930,6835,2022-03-24
669222,6836,2022-02-17
304948,6837,2022-04-11
733886,6838,2022-06-03
986452,6839,2022-12-24
669513,6840,2022-02-03
822015,6841,2022-01-22
6448,6842,2022-12-20
260845,6843,2022-07-21
912723,6844,2022-10-15
496878,6845,2022-05-16
512703,6846,2022-07-25
347980,6847,2022-09-12
942311,6848,2022-08-27
949659,6849,2022-10-19
202245,6850,2022-06-09
216412,6851,2022-03-08
150193,6852,2022-06-28
290851,6853,2022-02-19
682410,6854,2022-06-06
839384,6855,2022-05-26
507971,6856,2022-11-04
188,6857,2022-04-08
342032,6858,2022-07-21
756909,6859,2022-02-04
301931,6860,2022-06-27
73280,6861,2022-05-08
771536,6862,2022-02-28
68249,6863,2022-11-14
754243,6864,2022-05-24
246958,6865,2022-02-19
883641,6866,2022-06-30
20671,6867,2022-08-12
587331,6868,2022-09-27
210866,6869,2022-10-30
518599,6870,2022-05-01
420272,6871,2022-10-09
461379,6872,2022-08-10
559872,6873,2022-08-19
608455,6874,2022-02-11
796877,6875,2022-10-21
896544,6876,2022-03-09
963091,6877,2022-09-01
683993,6878,2022-08-01
704868,6879,2022-12-11
48592,6880,2022-12-07
323197,6881,2022-10-03
908419,6882,2022-11-29
210375,6883,2022-04-28
944478,6884,2022-01-17
121949,6885,2022-06-06
759076,6886,2022-06-28
116424,6887,2022-05-17
356177,6888,2022-12-13
416342,6889,2022-04-08
986996,6890,2022-11-12
468320,6891,2022-03-12
653529,6892,2022-09-02
756971,6893,2022-09-25
517825,6894,2022-09-16
156642,6895,2022-11-26
33558,6896,2022-02-12
664486,6897,2022-06-09
899166,6898,2022-10-03
682726,6899,2022-06-11
910900,6900,2022-08-01
833523,6901,2022-02-04
826690,6902,2022-06-25
63282,6903,2022-07-11
782674,6904,2022-03-16
796331,6905,2022-09-28
48074,6906,2022-02-09
951164,6907,2022-09-11
757635,6908,2022-06-30
672444,6909,2022-04-10
753620,6910,2022-12-24
475648,6911,2022-04-15
371037,6912,2022-09-01
83099,6913,2022-10-12
523675,6914,2022-01-19
936351,6915,2022-06-03
844479,6916,2022-11-21
463142,6917,2022-12-04
679864,6918,2022-11-13
140978,6919,2022-09-10
860380,6920,2022-04-05
192999,6921,2022-06-01
482356,6922,2022-04-25
403143,6923,2022-02-26
733050,6924,2022-09-22
71881,6925,2022-11-24
741261,6926,2022-08-27
762426,6927,2022-09-28
596648,6928,2022-10-17
984897,6929,2022-08-09
957900,6930,2022-11-12
827666,6931,2022-10-01
394688,6932,2022-11-05
613064,6933,2022-09-20
46532,6934,2022-08-14
600214,6935,2022-02-21
94359,6936,2022-08-22
750230,6937,2022-05-27
91991,6938,2022-07-23
245868,6939,2022-04-28
664517,6940,2022-07-15
809053,6941,2022-11-26
309176,6942,2022-07-03
81054,6943,2022-11-22
533547,6944,2022-04-27
274587,6945,2022-06-03
103413,6946,2022-03-08
569691,6947,2022-06-13
696744,6948,2022-10-19
910488,6949,2022-06-10
96936,6950,2022-06-24
336617,6951,2022-01-25
600186,6952,2022-10-20
817111,6953,2022-04-17
541594,6954,2022-09-21
308640,6955,2022-11-21
908209,6956,2022-04-07
894793,6957,2022-03-01
303230,6958,2022-03-28
794992,6959,2022-11-20
225329,6960,2022-12-03
727184,6961,2022-03-25
974034,6962,2022-10-10
155311,6963,2022-12-20
644984,6964,2022-04-29
665190,6965,2022-06-07
616423,6966,2022-01-30
335975,6967,2022-02-28
168836,6968,2022-09-04
585706,6969,2022-08-20
218921,6970,2022-10-08
302325,6971,2022-11-03
716232,6972,2022-10-22
697127,6973,2022-11-15
440898,6974,2022-06-17
627151,6975,2022-03-07
660855,6976,2022-10-05
497314,6977,2022-08-02
230465,6978,2022-04-26
139748,6979,2022-12-18
271860,6980,2022-03-27
358299,6981,2022-03-21
865690,6982,2022-09-08
753701,6983,2022-02-26
163420,6984,2022-05-28
621818,6985,2022-03-11
107153,6986,2022-02-19
84564,6987,2022-08-11
37664,6988,2022-08-28
468377,6989,2022-03-06
861639,6990,2022-05-07
567072,6991,2022-04-04
362265,6992,2022-08-06
267138,6993,2022-02-03
292989,6994,2022-12-17
627164,6995,2022-04-21
60371,6996,2022-06-16
689580,6997,2022-12-17
105873,6998,2022-11-02
493446,6999,2022-06-24
309450,7000,2022-02-22
642726,7001,2022-09-09
476588,7002,2022-11-01
737262,7003,2022-02-14
557883,7004,2022-11-01
196875,7005,2022-06-25
572777,7006,2022-05-17
423158,7007,2022-03-13
268468,7008,2022-07-20
902352,7009,2022-06-17
25861,7010,2022-04-30
916764,7011,2022-09-12
470580,7012,2022-06-29
441855,7013,2022-03-11
371358,7014,2022-07-21
530593,7015,2022-12-27
81576,7016,2022-10-21
881872,7017,2022-03-05
409839,7018,2022-02-04
489060,7019,2022-02-02
574932,7020,2022-08-08
38346,7021,2022-09-21
298387,7022,2022-09-07
764404,7023,2022-03-17
888838,7024,2022-08-03
975672,7025,2022-11-03
44717,7026,2022-02-03
961716,7027,2022-09-10
784801,7028,2022-05-25
510086,7029,2022-11-01
807818,7030,2022-12-03
737025,7031,2022-09-09
64434,7032,2022-06-09
761483,7033,2022-10-18
817913,7034,2022-12-10
764592,7035,2022-07-24
99960,7036,2022-02-18
764909,7037,2022-11-08
374977,7038,2022-12-14
380580,7039,2022-02-28
67220,7040,2022-02-01
784646,7041,2022-08-24
101104,7042,2022-01-08
997254,7043,2022-08-30
761739,7044,2022-01-25
925979,7045,2022-02-16
446145,7046,2022-10-01
710862,7047,2022-07-02
65683,7048,2022-12-05
543633,7049,2022-03-09
773412,7050,2022-07-15
646644,7051,2022-09-08
590783,7052,2022-07-08
597693,7053,2022-10-29
198083,7054,2022-11-12
699836,7055,2022-12-21
11730,7056,2022-02-11
916118,7057,2022-01-23
14128,7058,2022-03-18
511738,7059,2022-03-05
240685,7060,2022-07-22
690956,7061,2022-06-11
106204,7062,2022-02-28
192660,7063,2022-07-21
742693,7064,2022-01-09
130195,7065,2022-02-10
583093,7066,2022-03-25
670944,7067,2022-11-20
925616,7068,2022-10-04
979671,7069,2022-11-20
977634,7070,2022-08-09
313857,7071,2022-11-09
390680,7072,2022-01-07
537532,7073,2022-08-24
675795,7074,2022-11-25
584390,7075,2022-08-01
816312,7076,2022-04-23
295957,7077,2022-11-20
649718,7078,2022-03-02
347289,7079,2022-09-30
544612,7080,2022-10-24
453945,7081,2022-05-21
771637,7082,2022-03-24
866456,7083,2022-06-21
214999,7084,2022-01-28
837506,7085,2022-04-19
600322,7086,2022-04-21
592709,7087,2022-03-29
371070,7088,2022-10-10
940477,7089,2022-11-07
942012,7090,2022-11-26
58685,7091,2022-05-15
613027,7092,2022-02-23
483118,7093,2022-04-28
942284,7094,2022-10-13
361911,7095,2022-02-26
159398,7096,2022-12-05
809089,7097,2022-06-17
614484,7098,2022-02-16
52448,7099,2022-10-20
306000,7100,2022-04-07
593358,7101,2022-03-25
856857,7102,2022-08-01
542957,7103,2022-04-28
246105,7104,2022-07-15
79213,7105,2022-02-12
240879,7106,2022-11-27
922684,7107,2022-04-27
592305,7108,2022-05-02
222524,7109,2022-11-12
396010,7110,2022-02-09
613429,7111,2022-07-04
617768,7112,2022-09-19
614916,7113,2022-06-13
92440,7114,2022-02-26
149160,7115,2022-03-23
337199,7116,2022-01-17
465703,7117,2022-09-04
254983,7118,2022-11-23
226406,7119,2022-06-15
723589,7120,2022-09-06
724214,7121,2022-05-06
698278,7122,2022-02-02
450399,7123,2022-11-20
574888,7124,2022-08-19
43314,7125,2022-03-05
376406,7126,2022-06-10
766285,7127,2022-03-29
567928,7128,2022-05-21
743815,7129,2022-04-02
487920,7130,2022-02-16
716307,7131,2022-06-30
618699,7132,2022-02-01
292076,7133,2022-10-25
233319,7134,2022-07-02
170107,7135,2022-03-21
361411,7136,2022-05-30
718764,7137,2022-11-17
768263,7138,2022-11-18
277722,7139,2022-05-24
234021,7140,2022-06-23
743296,7141,2022-02-20
387021,7142,2022-12-12
553334,7143,2022-08-14
310589,7144,2022-05-27
112777,7145,2022-11-14
405013,7146,2022-03-06
237229,7147,2022-08-16
906700,7148,2022-01-19
30737,7149,2022-05-23
12711,7150,2022-02-20
105855,7151,2022-04-13
465935,7152,2022-11-20
424534,7153,2022-09-09
862796,7154,2022-01-24
507375,7155,2022-07-08
175175,7156,2022-05-13
212029,7157,2022-02-13
437019,7158,2022-07-22
218921,7159,2022-12-10
478515,7160,2022-09-16
51182,7161,2022-07-05
222903,7162,2022-05-08
440578,7163,2022-06-30
93804,7164,2022-01-12
347258,7165,2022-04-07
301750,7166,2022-06-25
71689,7167,2022-03-24
614718,7168,2022-03-16
646051,7169,2022-06-28
253071,7170,2022-04-01
186099,7171,2022-11-26
833876,7172,2022-10-23
277926,7173,2022-07-02
396531,7174,2022-05-05
194426,7175,2022-12-27
363727,7176,2022-03-19
803995,7177,2022-09-27
899552,7178,2022-06-22
237619,7179,2022-05-24
330555,7180,2022-12-12
417086,7181,2022-05-05
610240,7182,2022-08-20
333456,7183,2022-04-29
530940,7184,2022-02-25
968900,7185,2022-08-25
924824,7186,2022-11-11
311859,7187,2022-06-26
353666,7188,2022-07-15
835632,7189,2022-11-23
243966,7190,2022-02-05
299846,7191,2022-07-14
91377,7192,2022-12-12
659567,7193,2022-03-29
468550,7194,2022-12-15
289624,7195,2022-04-22
546623,7196,2022-12-15
384263,7197,2022-08-10
709213,7198,2022-07-18
178991,7199,2022-04-26
263417,7200,2022-08-06
780065,7201,2022-02-08
207815,7202,2022-09-20
288465,7203,2022-09-28
526652,7204,2022-05-14
852734,7205,2022-09-20
69026,7206,2022-01-30
941133,7207,2022-08-01
135194,7208,2022-08-05
219239,7209,2022-01-17
472461,7210,2022-07-05
958397,7211,2022-12-14
978838,7212,2022-10-18
469266,7213,2022-07-13
848432,7214,2022-08-26
411082,7215,2022-10-01
470078,7216,2022-06-04
802688,7217,2022-12-22
484654,7218,2022-07-06
199719,7219,2022-12-19
738284,7220,2022-12-27
709191,7221,2022-08-23
410522,7222,2022-11-10
964384,7223,2022-09-23
903996,7224,2022-04-11
972386,7225,2022-06-19
210478,7226,2022-07-10
595056,7227,2022-05-16
114941,7228,2022-05-04
592508,7229,2022-05-17
296513,7230,2022-03-10
868635,7231,2022-04-12
36178,7232,2022-04-02
632354,7233,2022-07-27
821741,7234,2022-01-25
889066,7235,2022-06-02
378447,7236,2022-07-25
537434,7237,2022-10-08
748339,7238,2022-12-23
588766,7239,2022-03-15
770607,7240,2022-02-10
757249,7241,2022-12-30
898936,7242,2022-09-11
787254,7243,2022-02-02
868029,7244,2022-08-27
52688,7245,2022-02-03
105750,7246,2022-10-03
30279,7247,2022-02-03
100374,7248,2022-06-25
588123,7249,2022-07-23
266048,7250,2022-02-25
322087,7251,2022-02-01
403549,7252,2022-03-02
281360,7253,2022-02-08
408276,7254,2022-02-12
790100,7255,2022-06-23
768544,7256,2022-07-14
645227,7257,2022-05-08
456086,7258,2022-07-09
776316,7259,2022-12-02
588596,7260,2022-04-11
681123,7261,2022-01-15
164207,7262,2022-05-04
736877,7263,2022-08-27
718449,7264,2022-10-09
414204,7265,2022-02-15
435402,7266,2022-04-14
827057,7267,2022-01-19
456907,7268,2022-12-15
772379,7269,2022-09-21
743433,7270,2022-09-15
847032,7271,2022-03-21
23103,7272,2022-11-17
937027,7273,2022-05-22
457483,7274,2022-10-23
309069,7275,2022-11-21
435252,7276,2022-05-18
383253,7277,2022-01-20
812101,7278,2022-05-04
407480,7279,2022-11-19
344426,7280,2022-06-20
261260,7281,2022-01-23
804133,7282,2022-06-19
884212,7283,2022-11-17
984084,7284,2022-09-13
172572,7285,2022-09-17
221221,7286,2022-04-06
203951,7287,2022-12-22
536647,7288,2022-05-10
321905,7289,2022-02-23
149783,7290,2022-08-14
459760,7291,2022-06-26
368994,7292,2022-07-18
730074,7293,2022-02-30
176414,7294,2022-02-21
741006,7295,2022-03-21
628222,7296,2022-09-25
636343,7297,2022-07-17
232403,7298,2022-03-03
340586,7299,2022-09-05
997454,7300,2022-02-30
144462,7301,2022-09-07
168812,7302,2022-10-05
904781,7303,2022-04-15
217496,7304,2022-10-27
873009,7305,2022-02-11
611755,7306,2022-10-18
274430,7307,2022-06-02
99486,7308,2022-10-15
753728,7309,2022-06-02
412528,7310,2022-10-12
508203,7311,2022-06-19
60141,7312,2022-04-01
206660,7313,2022-11-02
7568,7314,2022-06-16
307526,7315,2022-02-14
742707,7316,2022-12-21
420541,7317,2022-07-25
78753,7318,2022-08-18
688710,7319,2022-04-01
280617,7320,2022-04-24
287668,7321,2022-04-05
688370,7322,2022-07-29
219132,7323,2022-07-25
858873,7324,2022-11-01
252970,7325,2022-10-22
73709,7326,2022-08-14
267172,7327,2022-04-15
720932,7328,2022-12-22
401184,7329,2022-12-29
838355,7330,2022-05-08
19831,7331,2022-05-03
744588,7332,2022-10-06
764183,7333,2022-02-05
471345,7334,2022-08-13
409829,7335,2022-10-19
513462,7336,2022-08-24
243968,7337,2022-09-06
322984,7338,2022-10-23
825369,7339,2022-11-02
741774,7340,2022-12-10
139041,7341,2022-06-23
896845,7342,2022-11-27
951490,7343,2022-12-30
718261,7344,2022-06-04
589044,7345,2022-02-25
401160,7346,2022-03-27
26815,7347,2022-03-21
112334,7348,2022-07-06
828952,7349,2022-08-12
146026,7350,2022-06-25
640645,7351,2022-04-27
720221,7352,2022-01-05
243561,7353,2022-06-23
770694,7354,2022-05-10
636566,7355,2022-12-09
8178,7356,2022-11-02
449186,7357,2022-03-14
267602,7358,2022-09-28
646390,7359,2022-07-13
27184,7360,2022-05-11
234171,7361,2022-12-18
113033,7362,2022-05-01
541661,7363,2022-01-23
423976,7364,2022-04-12
762927,7365,2022-07-22
326168,7366,2022-11-24
787488,7367,2022-12-25
143703,7368,2022-04-26
799566,7369,2022-01-08
934729,7370,2022-08-01
691230,7371,2022-02-16
985391,7372,2022-01-16
75060,7373,2022-01-28
362536,7374,2022-10-01
797291,7375,2022-06-18
605028,7376,2022-12-09
421902,7377,2022-12-15
290935,7378,2022-06-10
581262,7379,2022-03-04
651197,7380,2022-01-16
58841,7381,2022-07-05
438599,7382,2022-07-24
242613,7383,2022-07-07
323537,7384,2022-01-06
94762,7385,2022-10-06
690767,7386,2022-01-03
464486,7387,2022-02-12
867201,7388,2022-01-14
131250,7389,2022-08-02
460338,7390,2022-06-04
627615,7391,2022-05-09
203753,7392,2022-03-05
690170,7393,2022-10-30
874811,7394,2022-09-17
797372,7395,2022-06-08
750836,7396,2022-06-16
356298,7397,2022-06-06
337360,7398,2022-06-09
61439,7399,2022-03-15
762900,7400,2022-12-29
170518,7401,2022-04-23
543028,7402,2022-07-23
635744,7403,2022-02-14
88171,7404,2022-07-11
263981,7405,2022-01-18
514520,7406,2022-12-19
63293,7407,2022-10-12
487590,7408,2022-12-20
485182,7409,2022-12-19
781853,7410,2022-04-21
410851,7411,2022-12-03
998724,7412,2022-05-12
462224,7413,2022-11-12
913645,7414,2022-05-23
793475,7415,2022-03-13
161555,7416,2022-12-18
37456,7417,2022-08-29
695630,7418,2022-06-19
693687,7419,2022-06-15
552719,7420,2022-02-26
220936,7421,2022-02-18
662167,7422,2022-01-26
731134,7423,2022-06-27
31745,7424,2022-05-14
854614,7425,2022-03-03
252073,7426,2022-04-13
754276,7427,2022-10-10
674380,7428,2022-06-29
529492,7429,2022-07-23
621066,7430,2022-03-26
103730,7431,2022-09-09
451845,7432,2022-09-14
361277,7433,2022-06-24
207531,7434,2022-06-22
177050,7435,2022-01-07
681162,7436,2022-07-15
939875,7437,2022-02-01
120233,7438,2022-05-16
404234,7439,2022-06-17
725055,7440,2022-07-07
447456,7441,2022-11-18
488836,7442,2022-01-18
682368,7443,2022-02-08
490496,7444,2022-11-05
847407,7445,2022-01-07
614565,7446,2022-11-02
306194,7447,2022-05-29
696001,7448,2022-12-15
378206,7449,2022-10-20
999407,7450,2022-01-27
291663,7451,2022-08-15
260790,7452,2022-04-12
981204,7453,2022-07-19
62653,7454,2022-01-23
826281,7455,2022-04-12
61392,7456,2022-10-15
111728,7457,2022-03-17
178803,7458,2022-06-03
469131,7459,2022-11-16
17045,7460,2022-02-22
965333,7461,2022-04-06
494054,7462,2022-04-30
493638,7463,2022-10-22
390429,7464,2022-06-26
855655,7465,2022-09-10
597488,7466,2022-09-06
497678,7467,2022-11-25
556033,7468,2022-08-12
840537,7469,2022-08-10
110405,7470,2022-09-28
261865,7471,2022-01-30
444839,7472,2022-06-24
264022,7473,2022-04-01
634026,7474,2022-11-27
423660,7475,2022-02-09
293980,7476,2022-03-26
899346,7477,2022-12-15
92394,7478,2022-05-26
389618,7479,2022-09-11
48092,7480,2022-03-26
400440,7481,2022-10-04
625600,7482,2022-07-06
913307,7483,2022-12-18
386364,7484,2022-10-11
694868,7485,2022-10-23
3137,7486,2022-02-06
193604,7487,2022-11-14
67617,7488,2022-11-30
621506,7489,2022-03-20
152046,7490,2022-04-05
610430,7491,2022-06-30
825962,7492,2022-10-21
540205,7493,2022-08-30
931782,7494,2022-03-06
564042,7495,2022-08-24
314291,7496,2022-04-22
378764,7497,2022-08-15
907913,7498,2022-06-28
447802,7499,2022-04-19
406139,7500,2022-09-13
208354,7501,2022-07-29
673364,7502,2022-02-23
669891,7503,2022-02-14
446326,7504,2022-03-10
616222,7505,2022-01-17
623735,7506,2022-12-26
842382,7507,2022-09-30
980853,7508,2022-12-21
758973,7509,2022-12-05
280592,7510,2022-11-01
369671,7511,2022-06-29
928746,7512,2022-03-22
780370,7513,2022-04-26
736639,7514,2022-03-02
547057,7515,2022-05-23
123265,7516,2022-09-03
308158,7517,2022-05-19
528608,7518,2022-08-08
791048,7519,2022-12-26
999006,7520,2022-03-02
674291,7521,2022-07-09
407522,7522,2022-08-14
434910,7523,2022-03-22
509028,7524,2022-09-29
963202,7525,2022-05-14
605893,7526,2022-02-06
330983,7527,2022-07-01
505357,7528,2022-03-21
401070,7529,2022-01-29
533249,7530,2022-06-08
187221,7531,2022-02-03
143293,7532,2022-09-05
784965,7533,2022-02-19
556822,7534,2022-06-03
770292,7535,2022-08-20
23476,7536,2022-12-09
65431,7537,2022-12-19
814239,7538,2022-11-07
178433,7539,2022-11-16
511352,7540,2022-12-05
56236,7541,2022-07-08
785693,7542,2022-04-18
764423,7543,2022-05-22
792799,7544,2022-04-08
335996,7545,2022-10-22
832118,7546,2022-10-20
302994,7547,2022-02-12
780391,7548,2022-06-20
156787,7549,2022-08-23
239088,7550,2022-11-16
281950,7551,2022-06-06
722714,7552,2022-06-05
891897,7553,2022-02-08
495251,7554,2022-12-01
676961,7555,2022-08-23
353589,7556,2022-02-02
284515,7557,2022-10-11
922050,7558,2022-11-01
548746,7559,2022-06-01
142881,7560,2022-09-24
450793,7561,2022-11-17
706689,7562,2022-03-21
114134,7563,2022-10-20
461209,7564,2022-08-07
632523,7565,2022-10-13
700807,7566,2022-11-17
611771,7567,2022-11-29
899684,7568,2022-10-13
507911,7569,2022-03-05
118579,7570,2022-10-03
511716,7571,2022-09-26
343624,7572,2022-07-27
470698,7573,2022-04-17
530238,7574,2022-12-27
685762,7575,2022-06-22
431127,7576,2022-01-18
91931,7577,2022-09-10
462975,7578,2022-10-07
215703,7579,2022-02-09
98340,7580,2022-10-30
696677,7581,2022-08-03
745969,7582,2022-12-17
827275,7583,2022-07-30
12784,7584,2022-07-07
623236,7585,2022-06-03
920377,7586,2022-09-06
525618,7587,2022-02-21
648872,7588,2022-04-21
592654,7589,2022-05-02
7826,7590,2022-10-26
146537,7591,2022-10-11
902850,7592,2022-01-24
20708,7593,2022-07-22
919475,7594,2022-11-05
36077,7595,2022-07-16
54669,7596,2022-06-06
791916,7597,2022-11-25
38980,7598,2022-08-11
20850,7599,2022-08-15
630117,7600,2022-04-04
447146,7601,2022-12-28
767254,7602,2022-10-28
911493,7603,2022-03-23
334242,7604,2022-11-15
868083,7605,2022-01-13
468322,7606,2022-12-01
733159,7607,2022-03-17
933722,7608,2022-01-03
723917,7609,2022-02-15
773135,7610,2022-05-19
433527,7611,2022-10-09
266849,7612,2022-12-29
2026,7613,2022-06-03
92509,7614,2022-09-13
278222,7615,2022-12-14
791450,7616,2022-01-22
592082,7617,2022-08-17
735700,7618,2022-12-28
381730,7619,2022-03-29
883229,7620,2022-08-09
892175,7621,2022-08-20
248780,7622,2022-09-13
887796,7623,2022-03-11
973923,7624,2022-11-18
126212,7625,2022-07-10
366197,7626,2022-02-06
50451,7627,2022-03-16
996513,7628,2022-04-23
418792,7629,2022-02-20
709307,7630,2022-10-29
908097,7631,2022-03-09
929916,7632,2022-02-01
782245,7633,2022-01-10
142040,7634,2022-07-06
918925,7635,2022-02-30
27298,7636,2022-09-26
232788,7637,2022-01-16
49640,7638,2022-06-26
162091,7639,2022-04-29
762163,7640,2022-09-30
212602,7641,2022-04-04
114472,7642,2022-06-30
313585,7643,2022-03-28
415598,7644,2022-05-17
67797,7645,2022-04-21
770296,7646,2022-04-06
774038,7647,2022-07-17
83774,7648,2022-10-12
120930,7649,2022-03-03
645113,7650,2022-04-18
67119,7651,2022-03-20
56436,7652,2022-05-01
98688,7653,2022-01-28
232149,7654,2022-06-03
578357,7655,2022-05-29
