bid,uid,buy_date
25201,388643,2022-08-03
33841,110941,2022-09-30
46296,643051,2022-06-29
48773,675877,2022-08-27
3972,142358,2022-01-20
82617,21851,2022-03-02
36137,920544,2022-01-18
62707,342001,2022-09-16
8351,955317,2022-03-21
45757,446099,2022-05-22
10481,531801,2022-11-15
49563,197016,2022-10-19
65680,5068,2022-10-15
91977,573712,2022-10-08
99343,586014,2022-05-22
39711,365219,2022-03-15
64082,570626,2022-11-15
4673,376792,2022-01-18
86808,159655,2022-12-15
3339,925908,2022-03-26
9082,615991,2022-10-13
46234,740004,2022-08-21
56955,689013,2022-12-15
99535,651090,2022-06-02
77805,464454,2022-10-16
12803,271419,2022-02-14
95926,754356,2022-11-11
93976,187252,2022-07-28
32573,39278,2022-03-15
60642,380872,2022-09-23
47732,16801,2022-06-20
36444,640483,2022-05-22
33866,523997,2022-12-27
89848,632082,2022-05-13
67792,799231,2022-12-10
39314,616429,2022-04-14
17560,137647,2022-11-11
22185,793386,2022-01-17
67096,912308,2022-06-13
77283,141724,2022-03-01
28067,423647,2022-08-05
42917,470228,2022-08-06
41919,976440,2022-09-14
61405,177197,2022-03-19
63656,948931,2022-07-05
76167,362057,2022-08-27
50732,794984,2022-12-22
19988,66426,2022-12-23
19800,885543,2022-03-18
6602,501894,2022-11-02
66613,350261,2022-11-19
25173,470797,2022-01-03
16737,979688,2022-06-22
56256,382556,2022-09-18
53969,82501,2022-01-12
52646,833919,2022-12-26
82070,586207,2022-09-14
76150,502266,2022-10-29
50942,763846,2022-05-18
99300,605072,2022-12-21
42571,596192,2022-01-01
66993,271285,2022-12-26
8625,595454,2022-12-04
70711,665316,2022-11-12
81006,285195,2022-05-07
58870,821655,2022-12-28
63186,753050,2022-05-09
84292,785254,2022-02-27
27820,584466,2022-05-28
79342,36338,2022-03-19
62745,399997,2022-03-23
73011,380817,2022-07-13
12556,466436,2022-12-07
91041,996608,2022-03-22
73755,19718,2022-07-17
23071,561319,2022-03-12
6671,709902,2022-05-21
62838,729127,2022-01-16
57346,454990,2022-12-01
71741,661973,2022-03-18
11477,203369,2022-04-28
65426,331866,2022-06-16
16657,556522,2022-05-14
24653,545405,2022-08-03
36674,801361,2022-08-19
36887,177828,2022-07-04
17449,256648,2022-11-08
30272,61903,2022-11-29
12542,767754,2022-01-04
63793,870559,2022-02-06
43539,583254,2022-07-23
22498,513755,2022-06-27
54076,75942,2022-03-13
97414,864246,2022-04-08
21439,168881,2022-04-24
51396,776577,2022-03-20
39494,215151,2022-10-06
25167,883263,2022-01-26
53044,143269,2022-02-12
4206,286521,2022-05-02
78147,861982,2022-10-24
89760,585492,2022-12-21
35550,77534,2022-08-08
40791,627092,2022-10-11
88107,501934,2022-02-09
36533,847593,2022-09-26
3032,813916,2022-06-10
98231,246955,2022-01-17
36917,593377,2022-10-09
80038,711420,2022-09-26
3023,438846,2022-04-24
97787,772322,2022-06-25
41371,506844,2022-03-17
71692,131800,2022-11-05
86692,908126,2022-04-21
63444,757282,2022-07-08
58597,52087,2022-03-02
26265,689303,2022-09-21
62241,83447,2022-07-18
76030,928659,2022-11-13
18448,392418,2022-08-15
32012,754092,2022-04-12
66157,809470,2022-12-21
11682,52381,2022-05-23
6148,391119,2022-01-20
52373,940294,2022-07-01
63441,504226,2022-09-01
19748,442345,2022-05-08
88571,140732,2022-06-25
6046,443944,2022-08-09
49569,728227,2022-01-24
69070,600678,2022-05-19
11503,168144,2022-06-09
80435,706250,2022-06-19
22291,433967,2022-10-09
71159,201981,2022-07-29
2588,201062,2022-08-28
38311,411355,2022-10-25
49479,107250,2022-02-30
52058,456867,2022-04-24
26281,488681,2022-06-15
25654,65911,2022-08-08
65882,571596,2022-05-09
14431,940564,2022-06-28
94619,218226,2022-12-05
34160,483636,2022-03-11
29488,347839,2022-01-11
84090,211226,2022-01-17
76771,113359,2022-11-29
16961,860078,2022-07-08
17354,37640,2022-12-01
43765,937933,2022-06-23
33134,716397,2022-09-07
12044,12593,2022-03-28
92879,458062,2022-07-18
67224,181530,2022-05-28
51847,147393,2022-10-16
97028,950114,2022-09-13
76358,605896,2022-05-23
48018,544186,2022-09-10
99984,88810,2022-10-21
4575,402406,2022-03-17
46530,949046,2022-02-30
43440,485147,2022-01-03
56503,130746,2022-05-24
22923,402805,2022-01-08
55720,417223,2022-11-12
68532,241195,2022-02-06
21582,584375,2022-05-29
4521,459728,2022-03-11
31057,347918,2022-05-19
83460,524238,2022-02-14
55716,118127,2022-11-20
50205,420195,2022-03-19
19626,66994,2022-03-12
8168,555057,2022-03-21
32685,757749,2022-06-11
31265,204262,2022-09-10
87495,95517,2022-02-01
68677,667993,2022-09-13
7558,966915,2022-01-22
26828,542397,2022-06-06
32237,154034,2022-02-08
82576,700668,2022-09-18
5683,11572,2022-03-06
75455,387392,2022-05-16
17131,638864,2022-05-22
83361,648745,2022-08-24
87052,353512,2022-01-26
62065,651503,2022-07-26
50153,492993,2022-05-02
89298,962974,2022-08-06
67556,163208,2022-02-26
90309,235932,2022-10-10
12111,273734,2022-08-17
14705,296151,2022-12-07
39705,552148,2022-11-19
10478,144766,2022-09-18
53695,461259,2022-06-04
32500,99647,2022-10-05
24761,517799,2022-10-21
41052,407344,2022-05-26
89785,278292,2022-08-17
51814,475802,2022-10-29
86409,892825,2022-12-08
23258,298101,2022-07-30
15664,436514,2022-08-11
12576,274012,2022-09-19
99318,858414,2022-08-28
41652,142062,2022-08-02
16754,672069,2022-12-27
52180,355992,2022-07-02
51503,85336,2022-05-28
14647,822872,2022-07-01
79382,784035,2022-12-16
93500,677525,2022-01-07
63264,990224,2022-06-07
697,80249,2022-12-03
52972,590809,2022-11-05
36107,790636,2022-11-10
47109,546274,2022-08-26
99885,570546,2022-12-29
21886,484202,2022-12-12
15790,534699,2022-02-05
39368,623839,2022-10-11
40318,335425,2022-06-15
9064,757033,2022-03-21
64969,215318,2022-06-25
34037,622903,2022-08-06
49357,893400,2022-05-25
86749,783138,2022-01-16
18184,414496,2022-02-09
91857,360469,2022-04-06
51955,595403,2022-12-08
47261,58471,2022-03-17
13753,772109,2022-03-19
53152,102923,2022-10-11
37266,776505,2022-04-18
34392,285556,2022-01-27
1981,468802,2022-09-22
64652,187152,2022-10-17
71960,612742,2022-04-05
42025,456269,2022-01-05
35904,35606,2022-01-27
75559,674102,2022-11-01
7884,4452,2022-07-05
47200,713932,2022-12-02
84945,957800,2022-02-17
59093,33790,2022-08-23
27847,271081,2022-08-08
84559,909792,2022-04-08
58716,720188,2022-07-03
10208,107968,2022-03-02
67974,361883,2022-12-07
65547,952683,2022-05-03
11199,894235,2022-08-04
29129,299579,2022-10-23
56917,707558,2022-11-07
41850,436454,2022-09-02
6571,382257,2022-01-24
88181,172977,2022-01-01
3161,999211,2022-12-08
53785,73725,2022-04-29
44374,425978,2022-02-02
64358,213892,2022-11-12
36188,720583,2022-09-09
25739,926818,2022-02-12
69021,607891,2022-06-06
9228,744845,2022-04-04
2619,636959,2022-08-20
8959,590774,2022-09-06
44362,333694,2022-02-18
62048,335906,2022-05-01
3470,365484,2022-09-16
80182,30851,2022-08-19
6828,590858,2022-11-13
5947,207343,2022-10-24
37511,116835,2022-07-14
2991,620704,2022-08-26
27480,150779,2022-06-17
8200,298038,2022-06-24
32039,972364,2022-02-01
8013,847632,2022-01-02
52603,89367,2022-02-19
58237,12126,2022-08-09
94236,335885,2022-08-27
94776,103385,2022-07-09
78517,955400,2022-06-29
45007,289988,2022-06-14
85163,940997,2022-08-04
53060,566990,2022-12-10
4995,529680,2022-06-12
71261,512452,2022-12-19
50224,473059,2022-04-12
51044,623869,2022-03-08
27821,887114,2022-07-05
32076,100591,2022-01-15
81874,648625,2022-07-23
52243,892481,2022-06-04
99034,798726,2022-01-06
3308,711118,2022-05-26
27457,934134,2022-06-25
69644,189491,2022-10-04
76092,280862,2022-10-19
87723,735142,2022-01-09
43670,71662,2022-04-29
25982,144559,2022-07-02
57329,55930,2022-03-06
46948,754688,2022-08-22
63985,407272,2022-06-06
51983,385985,2022-10-02
11253,157595,2022-12-30
48282,734485,2022-10-04
30026,382331,2022-10-29
1796,457908,2022-03-25
9032,277492,2022-10-19
87866,901092,2022-01-23
6984,961558,2022-07-25
84238,640020,2022-06-02
9097,61371,2022-12-11
99612,86546,2022-12-15
84828,444938,2022-11-17
76933,135859,2022-04-02
67185,784888,2022-03-15
99850,520034,2022-10-04
53299,374609,2022-11-11
50254,943954,2022-03-08
3714,576107,2022-02-20
15678,675117,2022-12-19
28530,911092,2022-11-08
62041,363943,2022-01-17
81046,45554,2022-04-29
31824,819343,2022-12-17
95722,473469,2022-07-07
2605,402581,2022-10-21
3016,840617,2022-03-20
9882,949440,2022-12-18
24235,903621,2022-12-04
61255,317864,2022-03-05
87558,73603,2022-04-04
85300,775317,2022-02-14
86955,429326,2022-08-09
78227,4446,2022-06-01
33808,719701,2022-12-13
60778,835659,2022-08-04
57772,566021,2022-08-07
23765,428953,2022-11-25
10203,979926,2022-06-09
67740,451023,2022-06-06
52789,771267,2022-03-16
72697,663536,2022-10-17
95088,201359,2022-08-30
25551,599233,2022-08-20
7293,928983,2022-03-05
57424,202107,2022-07-13
35388,338024,2022-05-30
57363,406301,2022-09-19
25849,437730,2022-03-05
766,856449,2022-11-26
7104,500038,2022-04-06
29664,743477,2022-03-15
74897,835886,2022-07-15
23695,828745,2022-08-16
35432,651570,2022-08-12
86765,496795,2022-12-25
28151,921656,2022-12-16
66357,695299,2022-06-28
50301,556610,2022-12-02
69538,747740,2022-12-18
69165,663564,2022-01-03
83603,417211,2022-06-30
37056,224792,2022-08-22
66564,625840,2022-04-14
31838,278055,2022-08-09
78559,815426,2022-05-08
59730,684727,2022-04-01
22483,681948,2022-09-04
28256,130245,2022-11-29
44759,516607,2022-07-09
77211,954732,2022-05-12
57572,366263,2022-08-04
50727,968060,2022-12-04
93166,77262,2022-02-03
75291,803952,2022-04-28
87955,843285,2022-05-13
21208,419516,2022-11-23
86478,543243,2022-08-09
57265,276321,2022-11-17
57431,415555,2022-12-27
43008,76535,2022-08-11
12760,396884,2022-04-18
70284,554446,2022-12-21
23517,664731,2022-04-19
61752,203252,2022-04-23
48567,131558,2022-12-01
65926,249679,2022-11-23
41427,551221,2022-12-01
28103,656349,2022-05-18
80478,877054,2022-01-22
27792,459462,2022-12-09
70066,964176,2022-05-27
3851,755250,2022-04-28
16777,692073,2022-07-19
58898,968326,2022-11-12
39607,744576,2022-06-15
79782,745006,2022-12-11
3394,786071,2022-06-24
61789,203542,2022-09-12
96030,800361,2022-12-01
4246,871835,2022-04-19
37736,817667,2022-07-05
85120,483287,2022-05-12
49338,19026,2022-12-12
14644,554204,2022-12-08
29298,165532,2022-09-06
32267,303999,2022-11-10
50871,464704,2022-12-10
32091,742431,2022-09-19
38928,225892,2022-01-20
39075,969016,2022-12-17
34468,305328,2022-01-10
29593,277109,2022-08-13
87210,162899,2022-07-18
69591,617034,2022-09-08
78326,454918,2022-04-03
62158,539778,2022-12-05
66406,406159,2022-08-28
87066,966684,2022-10-14
77141,67228,2022-10-29
42345,413504,2022-10-22
83370,110106,2022-04-09
35750,122722,2022-09-27
49631,364437,2022-08-23
16458,334563,2022-02-04
43953,782416,2022-01-20
17017,303942,2022-12-02
85249,963425,2022-09-08
53139,280341,2022-12-08
57617,196883,2022-09-08
46113,261681,2022-09-12
48371,998813,2022-09-01
54378,139163,2022-10-06
8933,900039,2022-01-28
82958,262936,2022-12-16
72689,726658,2022-12-25
13471,836854,2022-06-21
61358,62160,2022-12-19
11779,458456,2022-12-13
37995,275483,2022-12-13
1333,870835,2022-08-03
74518,977267,2022-02-27
38560,909001,2022-03-29
69701,513241,2022-05-30
31575,321053,2022-09-15
93831,186321,2022-03-11
76058,777968,2022-05-25
43859,228300,2022-11-29
59840,825864,2022-01-07
16119,891985,2022-07-20
3883,629742,2022-09-14
78849,994107,2022-06-20
78261,327749,2022-12-15
83605,882630,2022-12-30
31766,646914,2022-08-04
826,75119,2022-09-13
49922,140579,2022-06-19
89423,825718,2022-06-25
13933,810734,2022-06-24
82461,601980,2022-09-04
78605,994271,2022-11-30
65959,515729,2022-06-02
70836,413443,2022-02-16
32305,472979,2022-02-10
77979,229046,2022-03-12
22291,513619,2022-08-03
39063,202073,2022-09-12
66671,362190,2022-04-26
80958,176760,2022-07-19
3471,494383,2022-01-17
87220,554399,2022-05-07
69413,167581,2022-07-14
57468,161737,2022-05-02
76783,839784,2022-10-20
6608,640436,2022-02-30
24615,205332,2022-05-14
42585,343842,2022-10-26
51350,529577,2022-06-17
64541,661418,2022-07-25
40872,130211,2022-01-18
13417,436831,2022-08-13
81104,177400,2022-02-21
53787,782077,2022-01-10
51089,332552,2022-11-21
30603,784921,2022-04-09
86362,588751,2022-06-27
49230,793497,2022-03-27
78839,397479,2022-09-20
69805,119349,2022-01-02
9044,455465,2022-11-06
94383,479617,2022-10-06
73876,140893,2022-02-02
56547,909643,2022-07-10
21638,613977,2022-07-04
1388,400680,2022-02-08
63866,789294,2022-05-30
99694,90287,2022-08-28
60409,881608,2022-08-12
6562,246545,2022-08-21
52738,609420,2022-11-30
18978,665358,2022-06-17
8835,969069,2022-07-28
33544,942674,2022-02-23
5359,86763,2022-09-08
63748,141162,2022-01-26
69995,252861,2022-12-24
11953,496447,2022-09-12
63430,79813,2022-02-05
32580,143956,2022-09-20
52492,921784,2022-08-13
65426,610678,2022-02-20
84953,456174,2022-08-07
77730,24968,2022-08-22
27125,155631,2022-02-27
70006,514226,2022-06-21
31486,248929,2022-09-02
5717,669799,2022-01-16
26374,33751,2022-10-27
35081,154313,2022-01-27
80254,487917,2022-02-28
6951,413210,2022-09-22
67519,425406,2022-02-12
48083,904371,2022-05-04
42973,822725,2022-06-23
84649,347002,2022-08-05
13854,18486,2022-09-22
99849,797427,2022-10-12
22685,588402,2022-04-05
32911,390738,2022-01-17
79690,327030,2022-07-01
53472,526820,2022-02-15
83966,456627,2022-04-25
90151,588010,2022-01-24
46796,942128,2022-03-01
49460,320552,2022-02-25
20695,870922,2022-02-03
12304,145862,2022-11-05
57000,667632,2022-04-30
52105,264268,2022-09-17
86337,672506,2022-07-21
16193,480552,2022-10-24
12157,14543,2022-11-26
67188,245205,2022-08-14
52377,468592,2022-10-06
55824,953493,2022-02-04
91290,776111,2022-10-18
83810,765390,2022-02-06
22219,197361,2022-03-09
37717,403839,2022-08-08
5881,340337,2022-09-27
82855,709021,2022-01-29
28994,504208,2022-02-18
37484,115228,2022-11-01
34027,126668,2022-02-16
26879,52813,2022-10-20
70256,905656,2022-09-23
17439,61533,2022-02-02
66707,725988,2022-09-05
89152,853785,2022-11-09
44589,75728,2022-07-30
72177,369876,2022-12-27
75490,116609,2022-03-23
38551,421033,2022-03-08
71868,432644,2022-05-20
37729,944509,2022-12-25
14931,229967,2022-02-22
4619,31259,2022-09-24
75469,905513,2022-03-07
96868,471584,2022-10-29
1645,23632,2022-06-19
34553,628594,2022-04-04
71848,781283,2022-06-04
89377,935459,2022-08-12
76670,557085,2022-05-13
55635,753569,2022-01-15
43181,776369,2022-11-15
10270,150360,2022-01-28
45634,736119,2022-08-11
34115,639728,2022-05-27
79607,953223,2022-09-16
47688,317399,2022-07-12
29113,215216,2022-02-29
50262,166096,2022-01-03
87302,474850,2022-01-07
32255,620503,2022-01-20
95618,619919,2022-05-17
44701,462765,2022-04-30
50365,288226,2022-12-16
34466,636414,2022-03-20
31291,855643,2022-01-01
32144,772771,2022-08-01
44624,137586,2022-05-19
71077,905676,2022-05-06
65183,650802,2022-08-15
25409,377462,2022-10-26
29990,460064,2022-05-07
85282,234364,2022-08-06
95756,398066,2022-09-10
60044,938275,2022-03-29
18238,328950,2022-01-24
61945,428503,2022-12-01
55241,689767,2022-11-04
18430,480543,2022-01-02
87165,248303,2022-03-30
89916,711406,2022-08-11
51167,525549,2022-02-01
62474,103075,2022-10-15
55501,986421,2022-11-30
79529,743106,2022-06-01
22312,956403,2022-03-12
24640,386287,2022-02-19
35801,318225,2022-03-27
87533,57697,2022-05-30
81995,266742,2022-06-19
17228,269139,2022-01-23
7950,957265,2022-11-26
45694,197594,2022-04-07
26779,279928,2022-06-08
26158,225660,2022-02-22
29609,628182,2022-02-01
22700,26308,2022-12-13
5769,433185,2022-10-09
60780,452955,2022-11-08
87273,863754,2022-08-25
78036,877959,2022-10-16
26190,435179,2022-05-10
72729,3529,2022-12-22
53439,818367,2022-03-14
21820,736111,2022-05-20
36249,102460,2022-04-04
38842,860997,2022-04-17
29264,311202,2022-09-16
60870,580881,2022-03-24
7935,697841,2022-03-01
83563,426063,2022-09-28
51891,81512,2022-09-19
48065,592670,2022-01-03
25890,62860,2022-04-19
18955,590648,2022-09-08
75609,652840,2022-03-27
47813,400330,2022-11-15
46010,657052,2022-10-19
73126,255679,2022-03-07
7178,66269,2022-01-08
45669,458830,2022-05-07
31886,484966,2022-08-27
76194,494924,2022-01-25
95530,451125,2022-08-15
78549,131416,2022-07-11
44699,971477,2022-04-05
22364,260360,2022-09-28
8186,485273,2022-02-06
87515,603546,2022-12-01
1645,247279,2022-07-04
55019,257967,2022-05-11
46166,985351,2022-05-18
2465,866075,2022-06-17
28367,783426,2022-02-17
12181,936279,2022-10-16
47150,129040,2022-02-28
77017,600328,2022-11-03
85861,155359,2022-05-03
18803,76636,2022-08-28
92553,230213,2022-03-29
47630,558441,2022-08-23
15979,906385,2022-07-11
15738,796399,2022-11-11
50973,351337,2022-08-02
26346,472741,2022-09-02
70246,110698,2022-08-06
25183,235469,2022-04-28
74272,120881,2022-01-14
45328,599998,2022-08-13
69311,116650,2022-05-27
56480,220234,2022-02-08
6541,920755,2022-08-26
20073,589675,2022-04-02
91694,833109,2022-09-14
11769,701887,2022-02-26
6594,502768,2022-10-15
29997,909573,2022-03-25
54354,390666,2022-04-22
58739,533527,2022-05-15
88122,96400,2022-08-18
85181,895145,2022-05-25
8410,413995,2022-03-01
8327,933324,2022-03-01
26817,753054,2022-11-08
94628,90228,2022-09-29
8712,132078,2022-07-20
6974,812764,2022-04-08
60387,994708,2022-10-27
59992,665750,2022-12-29
93320,608875,2022-04-25
49811,911448,2022-05-29
83067,822713,2022-01-05
81742,335530,2022-08-25
66617,207738,2022-07-09
55134,761522,2022-05-03
94099,55383,2022-04-04
30608,813060,2022-07-16
54646,322257,2022-03-10
88621,605495,2022-01-25
51537,866178,2022-05-03
37610,192044,2022-04-26
86622,664176,2022-07-07
59809,176797,2022-02-26
73229,144889,2022-07-22
13889,247931,2022-03-27
2365,653360,2022-03-23
10362,24242,2022-02-16
18707,208037,2022-10-16
50053,666742,2022-02-02
3958,782990,2022-01-29
80512,254230,2022-03-02
66501,443589,2022-11-18
97844,360767,2022-07-05
56188,747778,2022-12-13
52741,525050,2022-06-12
41079,413563,2022-04-01
19184,625128,2022-01-21
55931,887383,2022-02-07
35538,640761,2022-11-27
11343,330279,2022-10-03
93753,459449,2022-08-23
59746,813816,2022-09-11
30567,437474,2022-07-21
26628,35937,2022-05-03
12865,565683,2022-02-11
47418,324110,2022-06-29
25082,65949,2022-05-12
14214,73557,2022-08-28
50719,388000,2022-04-13
80740,763907,2022-08-09
79317,215037,2022-08-03
47261,207076,2022-11-26
56463,179307,2022-06-23
40801,201899,2022-11-08
60650,643069,2022-06-21
8812,653739,2022-03-05
92281,429101,2022-03-30
35960,800405,2022-12-21
69944,380106,2022-01-06
90645,525632,2022-08-23
47366,896735,2022-05-17
99973,801401,2022-06-27
94045,729647,2022-06-01
79588,165689,2022-05-04
18714,795987,2022-10-02
34451,611304,2022-02-04
21854,976623,2022-10-16
50334,880120,2022-10-07
54876,514206,2022-12-16
7905,822183,2022-11-02
81178,253509,2022-06-19
3446,636598,2022-08-03
50173,622811,2022-10-26
23045,689687,2022-11-21
96415,219299,2022-04-17
67181,176305,2022-01-28
84499,544046,2022-02-30
19485,148527,2022-04-02
93850,40365,2022-02-01
6398,922403,2022-01-24
86401,465258,2022-05-19
69697,461228,2022-12-26
32985,461453,2022-04-13
39727,499684,2022-05-10
7614,685901,2022-08-04
76653,958991,2022-04-19
88859,894921,2022-08-12
47210,742920,2022-06-22
33268,80188,2022-08-29
48403,250227,2022-07-06
59295,518331,2022-11-05
95688,788638,2022-09-04
91262,393845,2022-01-22
92323,205107,2022-07-24
45745,429758,2022-01-09
45402,628555,2022-11-15
77442,917467,2022-03-16
15447,722905,2022-04-08
14872,443687,2022-12-03
15234,916970,2022-09-19
64286,337638,2022-07-11
48022,268105,2022-08-12
96689,631977,2022-01-01
68970,411014,2022-09-24
97192,164662,2022-03-10
36689,615406,2022-12-05
92070,2110,2022-12-25
30777,128561,2022-01-02
67701,973611,2022-06-04
17548,483,2022-02-25
13136,658491,2022-05-07
2284,85351,2022-07-05
91264,535776,2022-10-26
53730,365691,2022-11-08
77900,902502,2022-06-02
29078,778667,2022-03-22
40000,327313,2022-01-25
72057,287228,2022-05-15
6035,345601,2022-07-20
41693,345373,2022-11-30
88454,480661,2022-04-15
68022,791661,2022-07-05
91959,594959,2022-02-09
73689,763356,2022-01-14
99332,859479,2022-05-26
72469,13796,2022-02-12
93705,871947,2022-05-17
25180,242858,2022-01-12
13678,727233,2022-02-30
65709,479845,2022-12-13
85820,755499,2022-02-06
90318,520485,2022-11-24
50297,214314,2022-06-28
97609,785124,2022-10-12
64211,623548,2022-11-22
12029,812701,2022-11-03
60167,632409,2022-09-29
19809,782712,2022-02-21
47228,793859,2022-03-24
88768,903930,2022-05-24
29991,646482,2022-03-01
66010,469997,2022-10-11
7192,729446,2022-08-02
20502,133552,2022-04-28
12685,93292,2022-05-11
63787,352774,2022-06-22
72634,732817,2022-11-15
48575,203775,2022-02-15
44145,373392,2022-11-09
93771,809421,2022-02-09
38518,417081,2022-10-17
12166,864447,2022-04-20
63040,123235,2022-01-10
25718,884857,2022-06-15
32997,939359,2022-08-03
91147,443351,2022-10-14
76948,715362,2022-04-27
60390,771014,2022-06-08
22312,981658,2022-12-28
71359,194734,2022-07-13
68631,925364,2022-10-25
99165,729062,2022-09-20
59610,50407,2022-10-15
64401,477,2022-06-20
35205,769587,2022-05-23
50351,726983,2022-11-23
9521,690630,2022-02-03
64086,157694,2022-05-22
72018,882326,2022-08-18
47166,484982,2022-09-12
13686,544354,2022-08-22
91985,645413,2022-09-03
10010,655875,2022-12-07
41278,462198,2022-03-01
8839,522576,2022-06-25
85374,139952,2022-05-15
2826,201523,2022-06-25
14638,107648,2022-05-23
26478,59341,2022-02-14
97370,126148,2022-02-08
24890,288042,2022-02-01
67168,412709,2022-07-28
59877,11082,2022-07-23
2515,448507,2022-07-09
50901,83082,2022-09-08
66428,387476,2022-07-25
48918,178306,2022-12-16
40749,968581,2022-03-22
66855,9071,2022-04-14
25475,205731,2022-11-18
22844,983474,2022-09-17
30595,441276,2022-03-16
43334,347033,2022-07-22
82110,516741,2022-03-08
35892,590547,2022-05-19
41684,10270,2022-04-25
22887,144810,2022-04-18
4960,776773,2022-04-04
63893,836916,2022-05-25
34196,134799,2022-02-04
75599,609686,2022-02-10
26313,616707,2022-02-04
46117,813548,2022-04-27
65660,716930,2022-05-24
30029,941271,2022-03-04
15648,323555,2022-11-02
23919,388917,2022-07-06
41835,537181,2022-04-04
28234,890538,2022-09-22
93953,352042,2022-06-13
12815,535565,2022-12-09
76276,842724,2022-09-03
16665,595246,2022-03-26
19625,56199,2022-05-24
68793,905773,2022-09-02
13792,278521,2022-05-01
57368,803590,2022-12-05
55161,598234,2022-08-20
6469,517983,2022-04-25
70740,95000,2022-04-01
63747,28579,2022-10-26
12376,520951,2022-08-30
41757,460250,2022-11-15
44779,348872,2022-10-04
51468,523415,2022-11-02
54858,405089,2022-04-14
45380,730681,2022-04-18
54961,1931,2022-06-21
24642,353707,2022-11-20
73364,379056,2022-03-03
96922,554707,2022-02-10
59402,158014,2022-11-02
55923,225885,2022-04-07
71518,866871,2022-06-04
21169,249911,2022-04-08
28519,184103,2022-12-11
98832,535675,2022-07-02
89824,516366,2022-12-14
52588,227314,2022-06-09
13815,596826,2022-07-11
35956,552591,2022-06-01
79666,943692,2022-01-29
70599,838923,2022-06-30
19947,749630,2022-08-28
3666,77250,2022-03-03
20237,976970,2022-05-12
32741,592326,2022-05-27
88274,419027,2022-10-01
74523,25883,2022-07-16
51698,901659,2022-04-12
32523,227179,2022-04-27
77052,93780,2022-02-28
79482,476261,2022-05-09
97350,584656,2022-08-04
62277,418973,2022-11-05
51386,680162,2022-09-30
61355,574554,2022-04-01
16354,815582,2022-04-29
35538,541633,2022-10-23
93344,365502,2022-10-27
3142,557838,2022-07-19
10324,31321,2022-11-22
58224,617098,2022-06-26
62800,307978,2022-12-10
15238,552679,2022-11-28
31624,979476,2022-11-26
3492,70697,2022-10-30
24355,665921,2022-07-25
26151,20785,2022-11-20
42268,103712,2022-05-30
8214,676457,2022-03-24
39763,63506,2022-04-19
52752,687951,2022-01-06
8273,599558,2022-09-30
56685,333814,2022-11-29
95276,843625,2022-09-27
87706,575568,2022-06-28
2044,822443,2022-07-09
14608,798529,2022-06-06
48869,103088,2022-07-10
90802,738166,2022-07-16
84092,704065,2022-10-23
67704,442337,2022-04-04
76507,911753,2022-03-15
87886,286635,2022-05-17
54125,641963,2022-09-04
67245,255082,2022-06-10
69770,115315,2022-10-24
76648,782987,2022-03-19
91166,295808,2022-07-04
84703,770984,2022-06-04
86547,914064,2022-01-24
63968,69222,2022-07-20
91247,970629,2022-01-23
19448,6558,2022-06-20
95127,368554,2022-01-12
96155,158274,2022-07-30
45656,9101,2022-04-26
95924,193349,2022-09-14
6496,810229,2022-02-24
42483,980842,2022-06-26
1067,656198,2022-07-16
33343,853894,2022-09-25
66973,53642,2022-08-29
67877,687769,2022-02-27
11538,427787,2022-08-16
78562,697247,2022-07-27
89211,245243,2022-10-29
66294,866867,2022-07-27
65086,171580,2022-08-12
83436,590824,2022-03-01
6556,103427,2022-12-16
31272,151412,2022-05-05
23689,552150,2022-08-22
74699,315675,2022-05-15
48582,132169,2022-06-16
77815,190096,2022-06-22
89303,691509,2022-08-17
5473,226970,2022-11-22
81982,687281,2022-09-23
68468,175348,2022-07-22
6053,235801,2022-07-23
69379,551764,2022-07-27
70110,369023,2022-11-23
36633,805259,2022-05-14
94268,875068,2022-09-28
30923,365449,2022-04-23
20160,972019,2022-09-27
80463,207422,2022-12-06
97058,305606,2022-11-14
23350,941678,2022-04-17
32907,226951,2022-02-29
21904,557902,2022-07-14
52497,724524,2022-04-13
30775,158813,2022-02-27
17985,532815,2022-01-26
95117,6327,2022-01-25
69750,483796,2022-07-29
48097,883805,2022-02-26
71978,585475,2022-04-22
39312,1951,2022-02-29
97009,423193,2022-01-23
30025,392527,2022-10-30
78444,520387,2022-04-25
65713,270871,2022-08-25
427,405658,2022-01-27
84898,228962,2022-04-04
93675,48510,2022-04-26
83280,321996,2022-10-08
32414,325357,2022-06-14
76463,450378,2022-12-20
84791,754898,2022-01-05
60695,924703,2022-12-17
48554,648101,2022-04-07
85992,587656,2022-08-27
27128,684082,2022-12-25
19490,229013,2022-05-03
87426,591534,2022-06-05
17330,480579,2022-07-14
51440,625139,2022-08-29
94946,946116,2022-03-10
52247,258114,2022-10-15
63907,371572,2022-03-07
38386,725081,2022-02-08
38830,210641,2022-12-17
43624,158792,2022-02-05
75243,680369,2022-02-19
98681,541695,2022-02-07
77758,389608,2022-03-23
68976,647971,2022-06-07
70780,216951,2022-02-01
13188,542597,2022-05-17
17967,652640,2022-09-09
59153,823266,2022-09-07
2333,819378,2022-06-18
33158,276871,2022-02-18
59267,204199,2022-09-15
2057,150903,2022-01-06
59928,289510,2022-05-20
35973,509256,2022-05-10
88377,467774,2022-12-27
1467,898569,2022-01-07
82308,276579,2022-07-28
